名称,地址,经纬度,电话,省份,城市,区县,来源城市
秀发型设计(太阳大厦店),梅溪镇解放大街51-4,"118.863227,26.219830",15980172627,福建省,福州市,闽清县,福州市
爱尚造型,溪滨路与解放大街交叉口东南80米,"118.869993,26.221830",13675060138,福建省,福州市,闽清县,福州市
伊然美专业美发(恒翔·冠城店),梅城镇天行大街2-28,"118.860409,26.220755",13799398000,福建省,福州市,闽清县,福州市
阿芳美发设计室,阳光城东北门西120米,"118.860643,26.218745",[],福建省,福州市,闽清县,福州市
尚艺造型(梅溪路店),梅城镇解放大街25号,"118.858920,26.219127",13675049139,福建省,福州市,闽清县,福州市
阳光理发店,梅城镇梅溪路1021号,"118.856331,26.218755",13950372780,福建省,福州市,闽清县,福州市
发觉时尚发型,溪滨路与南北大街交叉口西北80米,"118.866610,26.225383",15880103379,福建省,福州市,闽清县,福州市
艺美造型设计,解放大街270-61号,"118.869216,26.221463",15980156227,福建省,福州市,闽清县,福州市
东尼专业美发沙龙(园丁花园店),梅城镇溪滨园丁花园6号楼,"118.866629,26.224544",[],福建省,福州市,闽清县,福州市
剪吧美业,坂东镇湖头街94号,"118.775936,26.104257",[],福建省,福州市,闽清县,福州市
源创造型,坂东街44号,"118.772440,26.110004",[],福建省,福州市,闽清县,福州市
可可造型(X125店),白中街与仙峰路交叉口西160米,"118.735314,26.134850",[],福建省,福州市,闽清县,福州市
简易造型,坂东新街与坂东街交叉口西北240米,"118.772133,26.110727",[],福建省,福州市,闽清县,福州市
无极限美发沙龙(园丁花园店),溪滨路与南北大街交叉口东北180米,"118.868967,26.225753",[],福建省,福州市,闽清县,福州市
时尚八佰伴专业美发中心,解放大街与台山路交叉口西南40米,"118.871176,26.222851",[],福建省,福州市,闽清县,福州市
奇绩造型,西门街73-2号,"118.865086,26.221573",[],福建省,福州市,闽清县,福州市
伊然美时尚假发定制,天行大街1-143,"118.859378,26.221183",13514085017;13850155508,福建省,福州市,闽清县,福州市
HC幻彩闽清店,解放大街51号太阳大厦51-6号,"118.863311,26.219885",17688779777,福建省,福州市,闽清县,福州市
尊尚美发美甲工作室,梅城镇西门街73号,"118.865076,26.221427",18506021852,福建省,福州市,闽清县,福州市
新动感造型(台山路店),台山路与解放大街交叉口北300米,"118.870444,26.225639",[],福建省,福州市,闽清县,福州市
读你造型,龙洲路与梅城大街交叉口东北120米,"118.864705,26.225629",[],福建省,福州市,闽清县,福州市
染烫吧,梅城镇梅溪路洋桃路5号,"118.855958,26.218530",18059705050,福建省,福州市,闽清县,福州市
金剪坊美发造型(乃裳街店),坂东镇湖头街菜市场正面口,"118.776045,26.104977",[],福建省,福州市,闽清县,福州市
流光造型(博仕后·家园店),梅溪镇渡口村668号博士后家园5号D131,"118.889607,26.196172",15959173376,福建省,福州市,闽清县,福州市
天姿美发,民德路与坂东新街交叉口东北60米,"118.773910,26.109120",[],福建省,福州市,闽清县,福州市
靓点美发工作室,溪滨路与南北大街交叉口西北80米,"118.869958,26.220800",13559114820;13559959904,福建省,福州市,闽清县,福州市
露美理发店(湖头街店),湖头村湖头街91-5号,"118.776152,26.104699",15980727147,福建省,福州市,闽清县,福州市
梳剪城造型工作室(溪滨路店),梅城镇溪滨南北大街118号,"118.867812,26.225157",13860695377,福建省,福州市,闽清县,福州市
酷时尚形象设计(园丁花园店),梅城镇园丁花园111号,"118.866770,26.224622",15280032707,福建省,福州市,闽清县,福州市
0度造型(园丁花园店),梅城镇圆丁花园8座108号,"118.866071,26.224189",15980164002,福建省,福州市,闽清县,福州市
仟丝雨美发店(白樟街),白樟街派出所下面20米,"118.806099,26.177431",13609584283,福建省,福州市,闽清县,福州市
阿玉美容美发,解放大街29号-27,"118.857904,26.219816",[],福建省,福州市,闽清县,福州市
发之缘美发中心(梅城大街店),南北大街18-19号附近,"118.863835,26.225305",15980157551,福建省,福州市,闽清县,福州市
得艺望型,溪口大街与308省道交叉口南100米,"118.886078,26.203012",13459495601,福建省,福州市,闽清县,福州市
新世纪理发店,南通镇医院斜对面,"118.870948,26.223768",15959051601,福建省,福州市,闽清县,福州市
艾莎形象沙龙,梅城镇南北大街116-6号,"118.867678,26.224296",15555040520;18506083935,福建省,福州市,闽清县,福州市
刘斌美发店,恒晟·晶都二期,"118.859407,26.221040",[],福建省,福州市,闽清县,福州市
名匠造型工作室,西门街与梅城大街交叉口西南140米,"118.865044,26.221516",[],福建省,福州市,闽清县,福州市
阿凤理发店,梅溪路81号,"118.860839,26.224404",[],福建省,福州市,闽清县,福州市
星座-剪·烫·染,梅溪镇赛垱路1号世林弘郡B-5-101,"118.886402,26.197374",17306919938,福建省,福州市,闽清县,福州市
简艺Salon,北大路5-4号,"118.867037,26.224848",13506974311,福建省,福州市,闽清县,福州市
阿书理发,梨园路与怅先路交叉口南220米,"118.801476,26.104470",[],福建省,福州市,闽清县,福州市
凡造型,白中街与仙峰路交叉口西南20米,"118.736696,26.135030",[],福建省,福州市,闽清县,福州市
闽清大美人美业(佳垅坂店),佳垅坂新村161号,"118.868935,26.225261",13950373772;17805960868,福建省,福州市,闽清县,福州市
MY梦境Hair Salon(一中店),梅溪镇上埔村上埔92号,"118.886809,26.202025",13123156908,福建省,福州市,闽清县,福州市
快剪男女剪发,溪口大街与308省道交叉口南20米,"118.885771,26.203593",[],福建省,福州市,闽清县,福州市
雨城风格烫染工作室,白中街324号,"118.736504,26.134938",13559461175,福建省,福州市,闽清县,福州市
阿容美发店,梅城镇园丁花园2栋,"118.868034,26.225299",15860297993,福建省,福州市,闽清县,福州市
阿英美发室,梅城镇广宇c区,"118.869286,26.220502",13799969746,福建省,福州市,闽清县,福州市
精剪坊(芝南路店),池园镇丽新村芝北路31号,"118.686119,26.092663",13509375456,福建省,福州市,闽清县,福州市
顶点造型,湖头街与乃裳街交叉口西240米,"118.775886,26.104218",18396163680,福建省,福州市,闽清县,福州市
标志美发工作室,梅溪镇上埔村一中学校对面,"118.886254,26.202803",13799921852,福建省,福州市,闽清县,福州市
焦点造型设计,梅城镇台山路427号,"118.870840,26.222584",13799972779,福建省,福州市,闽清县,福州市
艾美造型,坂东新街与坂东街交叉口西北60米,"118.773020,26.109205",13358237962,福建省,福州市,闽清县,福州市
ak美发店,梅城镇园丁花园2座9号,"118.867853,26.225175",13950134121,福建省,福州市,闽清县,福州市
起点美发(新世纪大厦店),解放大街新世纪大厦1层1号店面,"118.864076,26.220745",[],福建省,福州市,闽清县,福州市
大众理发室(天馨园小区店),解放大街116-5号,"118.863095,26.219280",[],福建省,福州市,闽清县,福州市
D造型,坂东镇湖头街115号,"118.775488,26.104165",[],福建省,福州市,闽清县,福州市
阿杰美发室,梅城镇城关村委会佳垅坂17号,"118.869019,26.223561",15960056755,福建省,福州市,闽清县,福州市
纤纤美发,坂东街与商贸街交叉口西80米,"118.772662,26.108442",[],福建省,福州市,闽清县,福州市
红都美发,坂东街与商贸街交叉口西40米,"118.773169,26.108532",[],福建省,福州市,闽清县,福州市
佰艺造型,世林弘郡A区9栋112号店铺,"118.887294,26.195839",15005050423,福建省,福州市,闽清县,福州市
云艺造型,202省道与云龙街交叉口西南100米,"118.836271,26.170569",[],福建省,福州市,闽清县,福州市
木北造型(商贸街店),商贸街与坂东新街交叉口西南160米,"118.772932,26.107231",[],福建省,福州市,闽清县,福州市
独品造型(西门街店),梅城镇西门街73号独品造型,"118.865448,26.221983",[],福建省,福州市,闽清县,福州市
艺北造型(商贸街店),商贸街与坂东新街交叉口西南160米,"118.772911,26.107391",15359109500,福建省,福州市,闽清县,福州市
视觉美发店,塔庄镇塔庄街,"118.776606,26.050841",[],福建省,福州市,闽清县,福州市
阿丰理发店,怡得园酒店北80米(台山路西),"118.870945,26.223693",13609585260,福建省,福州市,闽清县,福州市
阿邦美发店,115县道下祝乡政府东南,"118.996288,26.491213",[],福建省,福州市,闽清县,福州市
极简造型,政府路与坂东新街交叉口东北40米,"118.774654,26.107930",[],福建省,福州市,闽清县,福州市
奈蜜NLCME.H,梅城镇西大路518-10号,"118.858339,26.216566",17759194968,福建省,福州市,闽清县,福州市
木子造型,台山路与梅溪路交叉口东南40米,"118.867425,26.230775",[],福建省,福州市,闽清县,福州市
阿渊发屋,梅城镇南北大街129号,"118.868016,26.221264",[],福建省,福州市,闽清县,福州市
阿周造型,梅城镇梅溪路洋桃3号,"118.856001,26.218336",18650719996,福建省,福州市,闽清县,福州市
腾飞发屋,坂东镇坂东湖头街,"118.775864,26.104682",[],福建省,福州市,闽清县,福州市
丽剪美发店,梅溪镇榕星村台山路50号,"118.868927,26.227067",18960866537,福建省,福州市,闽清县,福州市
艺剪坊(坂东街店),坂东镇坂东新街7号,"118.771725,26.110475",13110875310,福建省,福州市,闽清县,福州市
阿健理发店,溪口大街与308省道交叉口西北100米,"118.885004,26.204730",[],福建省,福州市,闽清县,福州市
东方之剪造型设计室,梅城镇台山路98号,"118.871259,26.223635",[],福建省,福州市,闽清县,福州市
蓝调形象设计,莲花住宅小区1-7,"118.687091,26.091389",[],福建省,福州市,闽清县,福州市
红太阳时尚发型设计,芝东路与125县道交叉口西北180米,"118.687548,26.091959",[],福建省,福州市,闽清县,福州市
青青发室,梅城镇南北大街93号,"118.868016,26.222264",[],福建省,福州市,闽清县,福州市
青青美发,湖头街与乃裳街交叉口西180米,"118.776256,26.104883",[],福建省,福州市,闽清县,福州市
金剪子(台山路店),台山路463-1号,"118.870829,26.224640",18359768150,福建省,福州市,闽清县,福州市
尚之美美发,梅溪镇里寨路渡口村668号博仕后·家园,"118.887842,26.195516",[],福建省,福州市,闽清县,福州市
欧芭(恒晟·晶都二期店),梅城镇恒晟晶都步行街88号,"118.858748,26.220935",[],福建省,福州市,闽清县,福州市
金铭造型,白中中学东南门旁,"118.734145,26.134891",15959170821,福建省,福州市,闽清县,福州市
贵族造型设计,坂东新街与坂东街交叉口西北160米,"118.772570,26.110058",[],福建省,福州市,闽清县,福州市
领先造型工作室,梅城镇溪滨公园防洪堤店面65号,"118.867752,26.226072",[],福建省,福州市,闽清县,福州市
缘起美发造型,台山路479-1号,"118.870007,26.226209",[],福建省,福州市,闽清县,福州市
千丝美容美发,白中镇闽清白中中学,"118.734102,26.134142",[],福建省,福州市,闽清县,福州市
都都美容美发,白中街与仙峰路交叉口西220米,"118.735955,26.134838",[],福建省,福州市,闽清县,福州市
格调造型,下祝街与学府路交叉口东60米,"118.995740,26.491694",[],福建省,福州市,闽清县,福州市
阿雪理发,下祝街与学府路交叉口东南140米,"118.996249,26.490849",[],福建省,福州市,闽清县,福州市
10元洗发,芝东路与125县道交叉口西北100米,"118.687975,26.091225",[],福建省,福州市,闽清县,福州市
理发馆,乃裳街与车墘街交叉口北200米,"118.774625,26.102375",[],福建省,福州市,闽清县,福州市
李坂理发店,128县道与长征十三路交叉口西北420米,"118.760725,26.113675",[],福建省,福州市,闽清县,福州市
雾·Hair Studio造型设计,下龙洲9-1号,"118.864397,26.225230",[],福建省,福州市,闽清县,福州市
西滨公园来剪吧,溪滨路与南北大街交叉口北80米,"118.867075,26.225675",[],福建省,福州市,闽清县,福州市
斌斌10元快剪,湖头街与乃裳街交叉口西140米,"118.776825,26.105175",[],福建省,福州市,闽清县,福州市
遇尚造型,溪滨路与南北大街交叉口北120米,"118.867675,26.226075",[],福建省,福州市,闽清县,福州市
清城快剪,解放大街与过龙路交叉口西南140米,"118.861825,26.218075",[],福建省,福州市,闽清县,福州市
哈星造型,127县道与省璜街交叉口东南140米,"118.731525,25.986875",[],福建省,福州市,闽清县,福州市
阿文美发,白樟街与白樟街北路交叉口东340米,"118.808545,26.177680",[],福建省,福州市,闽清县,福州市
青亦美发,南北大街与解放大街交叉口南60米,"118.867991,26.221315",[],福建省,福州市,闽清县,福州市
钗云理发店,南山路与溪口大街交叉口西北40米,"118.881943,26.210768",[],福建省,福州市,闽清县,福州市
666造型,溪口大街与308省道交叉口南60米,"118.885875,26.203443",[],福建省,福州市,闽清县,福州市
新大路美发,大路村村委会西侧180米,"118.854229,26.206517",[],福建省,福州市,闽清县,福州市
左右手造型设计,梅溪镇台山路436号(人民银行斜对面),"118.871097,26.223477",[],福建省,福州市,闽清县,福州市
创鑫造型(闽芝·御景豪庭店),梅溪路596号闽芝·御景豪庭,"118.870228,26.231940",[],福建省,福州市,闽清县,福州市
潮流艺剪造型(博仕后·家园店),梅溪镇里寨路渡口村668号博仕后·家园,"118.889667,26.196060",[],福建省,福州市,闽清县,福州市
原点美业,上莲街与125县道交叉口南120米,"118.652521,26.036056",18050228114,福建省,福州市,闽清县,福州市
一剪风,湖头街与政府路交叉口东南160米,"118.775323,26.106484",[],福建省,福州市,闽清县,福州市
煌煌美发店,白中街与仙峰路交叉口西南120米,"118.737025,26.134925",[],福建省,福州市,闽清县,福州市
嘟嘟造型,125县道,"118.736215,26.134873",[],福建省,福州市,闽清县,福州市
山小毛驴理发店,过龙路与解放大街交叉口南120米,"118.862181,26.218139",[],福建省,福州市,闽清县,福州市
动感美发店,塔庄镇塔庄街,"118.776765,26.051260",[],福建省,福州市,闽清县,福州市
芳芳剪吧,溪滨路与浮桥头街交叉口东北140米,"118.865752,26.224332",[],福建省,福州市,闽清县,福州市
艺剪发艺(台山路店),梅城镇台山路461号,"118.870862,26.224855",[],福建省,福州市,闽清县,福州市
欣欣美发工作室,台山路与解放大街交叉口北240米,"118.870844,26.225123",[],福建省,福州市,闽清县,福州市
尚形美发,台山路与解放大街交叉口北320米,"118.870348,26.225811",[],福建省,福州市,闽清县,福州市
预知造型,梅城镇梅城大街47号,"118.865577,26.223194",[],福建省,福州市,闽清县,福州市
晶晶美发店,梅城镇南北大街145号,"118.867821,26.220748",[],福建省,福州市,闽清县,福州市
